ID,State,Institution,Series,first_enrollment,degree_enrollment,number_recipients,RAW_avg_aid,avg_aid,aid_concentration,RAW_total_aid,total_aid,RAW_total_cost,total_cost,private,public,urban,rural,carnegie,udgr_enrollment,acceptance_rate,udgr_recipients,RAW_udgr_avg,udgr_avg,RAW_udgr_aid,udgr_aid,doctoral,masters,bachelor,city,suburban,town_rural
152080,IN,University of Notre Dame,2014-2015,119,385,161,36392,41850,0.42,5859174,6737955,62461,71829,1,0,0,1,1,8427,0.21,1097,34552,39734,37903544,43588457.67,1,0,0,0,1,0
152080,IN,University of Notre Dame,2015-2016,143,464,204,41935,47269,0.44,8554764,9642906,64775,73014,1,0,0,1,1,8425,0.20,1118,36897,41590,41250846,46497837.6,1,0,0,0,1,0
152080,IN,University of Notre Dame,2016-2017,120,494,241,43712,48528,0.49,10534603,11695167,67043,74429,1,0,0,1,1,8496,0.19,1145,38425,42658,43996625,48843593.45,1,0,0,0,1,0
152080,IN,University of Notre Dame,2017-2018,128,527,231,48220,51946,0.44,11138918,11999684,69395,74758,1,0,0,1,1,8527,0.19,1127,38004,40941,42830508,46140257.09,1,0,0,0,1,0
152080,IN,University of Notre Dame,2018-2019,134,541,231,51006,53525,0.43,11782426,12364361,71801,75347,1,0,0,1,1,8568,0.18,1143,40183,42168,45929169,48197613.53,1,0,0,0,1,0
152080,IN,University of Notre Dame,2019-2020,125,531,215,51752,52754,0.40,11126574,11342031,74193,75630,1,0,0,1,1,8689,0.16,NA,NA,NA,NA,NA,1,0,0,0,1,0
206084,OH,University of Toledo,2012-2013,95,660,495,10427,12543,0.75,5161427,6208852,32738,39382,0,1,1,0,1,16134,NA,2876,5368,6457,15438368,18571324.67,1,0,0,1,0,0
206084,OH,University of Toledo,2013-2014,89,685,413,10726,12703,0.60,4429838,5246487,33229,39355,0,1,1,0,1,15440,0.91,2802,5653,6695,15839706,18759786.12,1,0,0,1,0,0
206084,OH,University of Toledo,2014-2015,113,837,351,11243,12929,0.42,3946231,4538101,34147,39268,0,1,1,0,1,15182,0.95,2992,6483,7455,19397136,22306390.18,1,0,0,1,0,0
206084,OH,University of Toledo,2015-2016,NA,NA,NA,NA,NA,NA,NA,NA,35458,39968,0,1,1,0,1,14989,0.93,2998,6595,7434,19771810,22286728.63,1,0,0,1,0,0
206084,OH,University of Toledo,2016-2017,94,1009,431,11345,12595,0.43,4889532,5428196,35372,39269,0,1,1,0,1,15145,0.94,3044,6024,6688,18337056,20357191.22,1,0,0,1,0,0
206084,OH,University of Toledo,2017-2018,67,959,410,11562,12455,0.43,4740329,5106640,35600,38351,0,1,1,0,1,15109,0.94,2734,6402,6897,17503068,18855626.4,1,0,0,1,0,0
206084,OH,University of Toledo,2018-2019,78,888,417,7378,7742,0.47,4865739,5106058,37287,39129,0,1,1,0,1,14893,0.94,2839,6383,6698,18121337,19016350.97,1,0,0,1,0,0
206084,OH,University of Toledo,2019-2020,135,855,491,6709,6839,0.57,5404008,5508652,37740,38471,0,1,1,0,1,14396,0.96,NA,NA,NA,NA,NA,1,0,0,1,0,0
240268,WI,"University of Wisconsin, Eau Claire",2012-2013,10,209,120,3894,4684,0.57,467279,562105,26040,31324,0,1,1,0,1,10367,0.77,853,1105,1329,942565,1133842.686,0,1,0,1,0,0
240268,WI,"University of Wisconsin, Eau Claire",2013-2014,18,187,124,4090,4844,0.66,507200,600703,26078,30886,0,1,1,0,1,10218,0.77,775,1215,1439,941625,1115215.371,0,1,0,1,0,0
240268,WI,"University of Wisconsin, Eau Claire",2014-2015,20,212,118,3567,4102,0.56,420936,484070,26641,30637,0,1,1,0,1,9987,0.84,800,1301,1496,1040800,1196903.032,0,1,0,1,0,0
240268,WI,"University of Wisconsin, Eau Claire",2015-2016,11,150,115,4359,4913,0.77,501249,565006,27267,30735,0,1,1,0,1,9844,0.85,976,1359,1532,1326384,1495096.314,0,1,0,1,0,0
240268,WI,"University of Wisconsin, Eau Claire",2016-2017,8,157,84,5363,5954,0.54,450510,500141,27473,30500,0,1,1,0,1,9936,0.78,980,1386,1539,1358280,1507917.394,0,1,0,1,0,0
240268,WI,"University of Wisconsin, Eau Claire",2017-2018,15,188,75,5442,5863,0.40,408130,439668,27990,30153,0,1,1,0,1,10070,0.76,1047,1346,1450,1409262,1518163.431,0,1,0,1,0,0
240268,WI,"University of Wisconsin, Eau Claire",2018-2019,13,186,152,4975,5221,0.82,756142,793488,28624,30038,0,1,1,0,1,10485,0.78,1024,1405,1474,1438720,1509778.471,0,1,0,1,0,0
240268,WI,"University of Wisconsin, Eau Claire",2019-2020,21,245,148,4228,4310,0.60,625740,637857,29097,29660,0,1,1,0,1,10331,0.82,NA,NA,NA,NA,NA,0,1,0,1,0,0
240277,WI,"University of Wisconsin, Green Bay",2012-2013,19,86,56,6977,8393,0.65,390705,469992,25201,30315,0,1,1,0,1,6096,0.86,164,4305,5179,706020,849294.8636,0,1,0,1,0,0
240277,WI,"University of Wisconsin, Green Bay",2013-2014,16,96,51,5168,6121,0.53,496129,587591,25541,30250,0,1,1,0,1,5765,0.85,190,3654,4328,694260,822248.1598,0,1,0,1,0,0
240277,WI,"University of Wisconsin, Green Bay",2014-2015,NA,NA,NA,NA,NA,NA,NA,NA,25623,29466,0,1,1,0,1,5674,0.87,182,4413,5075,803166,923627.8063,0,1,0,1,0,0
240277,WI,"University of Wisconsin, Green Bay",2015-2016,18,82,61,7438,8384,0.74,609956,687541,26693,30088,0,1,1,0,1,5502,0.85,214,3481,3924,744934,839687.5097,0,1,0,1,0,0
240277,WI,"University of Wisconsin, Green Bay",2016-2017,15,75,62,9500,10547,0.83,589063,653958,26657,29594,0,1,1,0,1,5509,0.73,223,3508,3894,782284,868465.7438,0,1,0,1,0,0
240277,WI,"University of Wisconsin, Green Bay",2017-2018,9,57,34,14166,15261,0.60,481654,518874,27184,29285,0,1,1,0,1,5503,0.76,196,4093,4409,802228,864220.573,0,1,0,1,0,0
240277,WI,"University of Wisconsin, Green Bay",2018-2019,13,69,NA,NA,NA,NA,NA,NA,27184,28527,0,1,1,0,1,6576,0.79,234,3237,3397,757458,794868.8979,0,1,0,1,0,0
240277,WI,"University of Wisconsin, Green Bay",2019-2020,15,77,59,10796,11005,0.77,636959,649293,27677,28213,0,1,1,0,1,6490,0.85,NA,NA,NA,NA,NA,0,1,0,1,0,0
240329,WI,"University of Wisconsin, La Crosse ",2012-2013,20,207,NA,NA,NA,NA,NA,NA,25584,30776,0,1,1,0,1,9155,0.77,384,1192,1434,457728,550616.1855,0,1,0,1,0,0
240329,WI,"University of Wisconsin, La Crosse ",2013-2014,18,188,NA,NA,NA,NA,NA,NA,25566,30279,0,1,1,0,1,9335,0.72,409,1623,1922,663807,786181.091,0,1,0,1,0,0
240329,WI,"University of Wisconsin, La Crosse ",2014-2015,6,162,NA,NA,NA,NA,NA,NA,25650,29497,0,1,1,0,1,9492,0.76,428,2199,2529,941172,1082332.456,0,1,0,1,0,0
240329,WI,"University of Wisconsin, La Crosse ",2015-2016,9,132,NA,NA,NA,NA,NA,NA,25921,29218,0,1,1,0,1,9462,0.80,490,2104,2372,1030960,1162095.213,0,1,0,1,0,0
240329,WI,"University of Wisconsin, La Crosse ",2016-2017,14,95,NA,NA,NA,NA,NA,NA,25851,28699,0,1,1,0,1,9517,0.74,422,2205,2448,930510,1033021.331,0,1,0,1,0,0
240329,WI,"University of Wisconsin, La Crosse ",2017-2018,8,79,NA,NA,NA,NA,NA,NA,26055,28068,0,1,1,0,1,9436,0.73,447,1985,2138,887295,955861.1683,0,1,0,1,0,0
240329,WI,"University of Wisconsin, La Crosse ",2018-2019,4,71,43,3255,3416,0.61,139972,146885,26183,27476,0,1,1,0,1,9517,0.71,464,2589,2717,1201296,1260628.084,0,1,0,1,0,0
240329,WI,"University of Wisconsin, La Crosse ",2019-2020,9,47,43,3255,3318,0.91,139972,142682,26503,27016,0,1,1,0,1,9463,0.73,NA,NA,NA,NA,NA,0,1,0,1,0,0
240374,WI,"University of Wisconsin, Parkside",2012-2013,12,67,55,5342,6426,0.82,293823,353449,25717,30936,0,1,0,1,0,4315,0.79,48,1478,1778,70944,85340.8895,0,0,1,0,1,0
240374,WI,"University of Wisconsin, Parkside",2013-2014,14,78,6,1792,2122,0.08,10750,12732,26119,30934,0,1,0,1,0,4354,0.76,52,1411,1671,73372,86898.26864,0,0,1,0,1,0
240374,WI,"University of Wisconsin, Parkside",2014-2015,13,75,13,2479,2851,0.17,32227,37061,26091,30004,0,1,0,1,0,4274,0.86,51,1686,1939,85986,98882.49821,0,0,1,0,1,0
240374,WI,"University of Wisconsin, Parkside",2015-2016,6,75,59,5240,5907,0.79,393020,443011,27566,31072,0,1,0,1,0,4158,0.82,47,1761,1985,82767,93294.72963,0,0,1,0,1,0
240374,WI,"University of Wisconsin, Parkside",2016-2017,5,59,NA,NA,NA,NA,NA,NA,26790,29741,0,1,0,1,0,4145,0.63,57,1426,1583,81282,90236.57979,0,0,1,0,1,0
240374,WI,"University of Wisconsin, Parkside",2017-2018,14,68,44,7719,8315,0.65,339656,365903,28072,30241,0,1,0,1,0,4056,0.61,53,1493,1608,79129,85243.73335,0,0,1,0,1,0
240374,WI,"University of Wisconsin, Parkside",2018-2019,8,62,54,7027,7374,0.87,379438,398178,27586,28948,0,1,0,1,0,3978,0.67,70,1765,1852,123550,129652.1422,0,0,1,0,1,0
240374,WI,"University of Wisconsin, Parkside",2019-2020,6,57,48,7560,7706,0.84,362902,369929,27995,28537,0,1,0,1,0,3799,0.66,NA,NA,NA,NA,NA,0,0,1,0,1,0
240426,WI,"University of Wisconsin, Superior",2012-2013,31,149,172,5748,6914,1.00,988704,1189345,25501,30676,0,1,0,1,0,2465,0.89,86,4267,5133,366962,441430.7551,0,0,1,0,1,0
240426,WI,"University of Wisconsin, Superior",2013-2014,25,133,146,6494,7691,1.00,948131,1122921,25739,30484,0,1,0,1,0,2415,0.89,75,3864,4576,289800,343225.1847,0,0,1,0,1,0
240426,WI,"University of Wisconsin, Superior",2014-2015,34,134,145,6746,7758,1.00,978136,1124840,26072,29982,0,1,0,1,0,2353,0.89,95,3615,4157,343425,394933.1513,0,0,1,0,1,0
240426,WI,"University of Wisconsin, Superior",2015-2016,64,181,179,7032,7926,0.99,1258644,1418740,26739,30140,0,1,0,1,0,2268,0.94,95,3641,4104,345895,389891.8712,0,0,1,0,1,0
240426,WI,"University of Wisconsin, Superior",2016-2017,50,211,262,6176,6856,1.00,1617983,1796231,26831,29787,0,1,0,1,0,2263,0.76,101,3153,3500,318453,353535.9556,0,0,1,0,1,0
240426,WI,"University of Wisconsin, Superior",2017-2018,46,210,299,6735,7255,1.00,2013800,2169417,27412,29530,0,1,0,1,0,2241,0.76,85,3309,3565,281265,302999.8946,0,0,1,0,1,0
240426,WI,"University of Wisconsin, Superior",2018-2019,47,219,215,6859,7198,0.98,1474663,1547497,27284,28632,0,1,0,1,0,2191,0.78,81,3044,3194,246564,258741.8114,0,0,1,0,1,0
240426,WI,"University of Wisconsin, Superior",2019-2020,34,190,197,6397,6521,1.00,1260158,1284560,27383,27913,0,1,0,1,0,2150,0.82,NA,NA,NA,NA,NA,0,0,1,0,1,0
240189,WI,"University of Wisconsin, Whitewater",2012-2013,NA,NA,NA,NA,NA,NA,NA,NA,23837,28674,0,1,0,1,1,10441,0.82,323,1390,1672,448970,540080.897,0,1,0,0,0,1
240189,WI,"University of Wisconsin, Whitewater",2013-2014,NA,NA,NA,NA,NA,NA,NA,NA,24651,29195,0,1,0,1,1,10438,0.85,299,1422,1684,425178,503560.3781,0,1,0,0,0,1
240189,WI,"University of Wisconsin, Whitewater",2014-2015,NA,NA,NA,NA,NA,NA,NA,NA,24917,28654,0,1,0,1,1,10533,0.82,330,1678,1930,553740,636791.9726,0,1,0,0,0,1
240189,WI,"University of Wisconsin, Whitewater",2015-2016,NA,NA,NA,NA,NA,NA,NA,NA,26392,29749,0,1,0,1,1,10614,0.81,300,2129,2400,638700,719940.8437,0,1,0,0,0,1
240189,WI,"University of Wisconsin, Whitewater",2016-2017,23,97,82,3841,4264,0.85,315000,349703,26249,29141,0,1,0,1,1,10826,0.69,313,2079,2308,650727,722415.5269,0,1,0,0,0,1
240189,WI,"University of Wisconsin, Whitewater",2017-2018,9,82,76,3968,4275,0.93,301568,324872,26377,28415,0,1,0,1,1,10543,0.70,336,1770,1907,594720,640677.2877,0,1,0,0,0,1
240189,WI,"University of Wisconsin, Whitewater",2018-2019,10,82,77,4035,4234,0.94,310665,326009,27635,29000,0,1,0,1,1,11045,0.76,342,1936,2032,662112,694813.753,0,1,0,0,0,1
240189,WI,"University of Wisconsin, Whitewater",2019-2020,11,76,65,4198,4279,0.86,272870,278154,27836,28375,0,1,0,1,1,10410,0.79,NA,NA,NA,NA,NA,0,1,0,0,0,1
152600,IN,Valparaiso University,2012-2013,65,202,92,13243,15930,0.46,1205140,1449703,44254,53235,1,0,0,1,1,2930,0.80,711,18925,22766,13455675,16186277.53,0,1,0,0,1,0
152600,IN,Valparaiso University,2013-2014,52,265,82,9591,11359,0.31,776910,920135,45860,54314,1,0,0,1,1,3209,0.80,837,20406,24168,17079822,20228519.88,0,1,0,0,1,0
152600,IN,Valparaiso University,2014-2015,36,253,126,13117,15084,0.50,1652780,1900670,47760,54923,1,0,0,1,1,3210,0.82,686,21046,24203,14437556,16602954.03,0,1,0,0,1,0
152600,IN,Valparaiso University,2015-2016,17,212,89,18570,20932,0.42,1652771,1862999,49500,55796,1,0,0,1,1,3125,0.82,734,22774,25671,16716116,18842358.94,0,1,0,0,1,0
152600,IN,Valparaiso University,2016-2017,15,173,89,17780,19739,0.51,1582443,1756776,51190,56829,1,0,0,1,1,3236,0.83,853,23633,26237,20158949,22379796.39,0,1,0,0,1,0
152600,IN,Valparaiso University,2017-2018,16,138,85,16410,17678,0.62,1394840,1502627,52980,57074,1,0,0,1,1,3186,0.84,799,24127,25991,19277473,20767149.44,0,1,0,0,1,0
152600,IN,Valparaiso University,2018-2019,5,116,88,17305,18160,0.76,1522808,1598020,54940,57653,1,0,0,1,1,3170,0.89,752,27052,28388,20343104,21347851.18,0,1,0,0,1,0
152600,IN,Valparaiso University,2019-2020,21,94,87,24820,25301,0.93,2134536,2175870,56900,58002,1,0,0,1,1,2965,0.86,NA,NA,NA,NA,NA,0,1,0,0,1,0
152673,IN,Wabash College,2012-2013,10,60,53,17678,21265,0.88,936950,1127088,44750,53831,1,0,0,1,0,901,0.67,237,18949,22794,4490913,5402268.128,0,0,1,0,0,1
152673,IN,Wabash College,2013-2014,21,60,61,27690,32795,1.00,1689078,2000463,46660,55262,1,0,0,1,0,896,0.70,246,21224,25137,5221104,6183624.516,0,0,1,0,0,1
152673,IN,Wabash College,2014-2015,16,65,58,27827,32001,0.89,1614011,1856086,48980,56326,1,0,0,1,0,923,0.70,251,22990,26438,5770490,6635969.426,0,0,1,0,0,1
152673,IN,Wabash College,2015-2016,15,59,55,29466,33214,0.93,1620635,1826775,51440,57983,1,0,0,1,0,866,0.61,238,24869,28032,5918822,6671679.512,0,0,1,0,0,1
152673,IN,Wabash College,2016-2017,11,57,54,32475,36053,0.95,1753650,1946844,53150,59005,1,0,0,1,0,841,0.63,213,26225,29114,5585925,6201308.617,0,0,1,0,0,1
152673,IN,Wabash College,2017-2018,16,59,58,34544,37213,0.98,2003552,2158377,54600,58819,1,0,0,1,0,862,0.63,232,29307,31572,6799224,7324637.461,0,0,1,0,0,1
152673,IN,Wabash College,2018-2019,12,50,50,34818,36538,1.00,1706095,1790359,57250,60078,1,0,0,1,0,881,0.65,274,32039,33621,8778686,9212265.85,0,0,1,0,0,1
152673,IN,Wabash College,2019-2020,7,40,40,35991,36688,1.00,1439642,1467519,58770,59908,1,0,0,1,0,866,0.64,NA,NA,NA,NA,NA,0,0,1,0,0,1
149772,IL,Western Illinois University,2012-2013,20,108,27,5001,6016,0.25,135053,162460,28381,34140,0,1,0,1,1,10263,0.63,846,2709,3259,2291814,2756899.038,0,1,0,0,0,1
149772,IL,Western Illinois University,2013-2014,10,159,25,4451,5272,0.16,111286,131802,29276,34673,0,1,0,1,1,9873,0.59,908,3167,3751,2875636,3405765.001,0,1,0,0,0,1
149772,IL,Western Illinois University,2014-2015,8,212,22,4106,4722,0.10,90333,103881,29550,33982,0,1,0,1,1,9645,0.70,1089,3731,4291,4063059,4672451.612,0,1,0,0,0,1
149772,IL,Western Illinois University,2015-2016,8,150,26,5943,6699,0.17,154527,174182,25406,28638,0,1,0,1,1,9141,0.60,933,4088,4608,3814104,4299247.302,0,1,0,0,0,1
149772,IL,Western Illinois University,2016-2017,14,141,34,8170,9070,0.24,277802,308407,25045,27804,0,1,0,1,1,8543,0.60,793,5142,5708,4077606,4526822.903,0,1,0,0,0,1
149772,IL,Western Illinois University,2017-2018,9,107,37,7322,7888,0.35,270933,291869,25835,27831,0,1,0,1,1,7599,0.60,697,5013,5400,3494061,3764066.325,0,1,0,0,0,1
149772,IL,Western Illinois University,2018-2019,10,84,40,8334,8746,0.48,333393,349859,25997,27281,0,1,0,1,1,6754,0.59,486,5715,5997,2777490,2914670.405,0,1,0,0,0,1
149772,IL,Western Illinois University,2019-2020,6,59,40,11684,11910,0.68,467361,476411,26548,27062,0,1,0,1,1,5958,0.57,NA,NA,NA,NA,NA,0,1,0,0,0,1
206604,OH,"Wright State University, Dayton",2012-2013,84,478,NA,NA,NA,NA,NA,NA,30926,37202,0,1,0,1,1,12602,NA,1342,3354,4035,4501068,5414483.914,1,0,0,0,1,0
206604,OH,"Wright State University, Dayton",2013-2014,74,595,NA,NA,NA,NA,NA,NA,30442,36054,0,1,0,1,1,12161,NA,1442,3705,4388,5342610,6327530.379,1,0,0,0,1,0
206604,OH,"Wright State University, Dayton",2014-2015,42,685,100,5056,5814,0.15,551143,633805,29910,34396,0,1,0,1,1,12090,NA,1523,3985,4583,6069155,6979429.307,1,0,0,0,1,0
206604,OH,"Wright State University, Dayton",2015-2016,38,625,100,5056,5699,0.16,551143,621247,32056,36133,0,1,0,1,1,12040,0.96,1452,4444,5009,6452688,7273451.766,1,0,0,0,1,0
206604,OH,"Wright State University, Dayton",2016-2017,16,463,NA,NA,NA,NA,NA,NA,32506,36087,0,1,0,1,1,11664,0.95,1186,4917,5459,5831562,6474006.665,1,0,0,0,1,0
206604,OH,"Wright State University, Dayton",2017-2018,21,357,58,8934,9624,0.16,518158,558199,32506,35018,0,1,0,1,1,11251,0.97,1134,4787,5157,5428458,5847944.828,1,0,0,0,1,0
206604,OH,"Wright State University, Dayton",2018-2019,25,273,56,10867,11404,0.21,608527,638582,34260,35952,0,1,0,1,1,10140,0.95,982,4852,5092,4764664,4999991.053,1,0,0,0,1,0
206604,OH,"Wright State University, Dayton",2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,35214,35896,0,1,0,1,1,8651,0.96,NA,NA,NA,NA,NA,1,0,0,0,1,0
206622,OH,Xavier University,2012-2013,13,66,35,12400,14916,0.53,434010,522085,45080,54228,1,0,1,0,1,4351,0.68,1056,16033,19287,16930848,20366678.34,0,1,0,1,0,0
206622,OH,Xavier University,2013-2014,24,77,43,13551,16049,0.56,582710,690134,46740,55357,1,0,1,0,1,4452,0.70,1280,17663,20919,22608640,26776586.06,0,1,0,1,0,0
206622,OH,Xavier University,2014-2015,27,94,59,16732,19242,0.63,967225,1112293,47980,55176,1,0,1,0,1,4464,0.73,1201,19144,22015,22991944,26440360.77,0,1,0,1,0,0
206622,OH,Xavier University,2015-2016,18,95,68,15137,17062,0.72,1029290,1160213,49220,55481,1,0,1,0,1,4460,0.72,1136,20408,23004,23183488,26132362.47,0,1,0,1,0,0
206622,OH,Xavier University,2016-2017,25,94,71,16097,17870,0.76,1142873,1268780,50880,56485,1,0,1,0,1,4500,0.69,1096,19758,21935,21654768,24040405.02,0,1,0,1,0,0
206622,OH,Xavier University,2017-2018,14,83,71,22119,23828,0.86,1570420,1691775,52380,56428,1,0,1,0,1,4571,0.74,1227,20117,21672,24683559,26590993.46,0,1,0,1,0,0
206622,OH,Xavier University,2018-2019,12,77,70,25212,26457,0.91,1764808,1851972,54310,56992,1,0,1,0,1,4955,0.74,1387,20985,22021,29106195,30543751.79,0,1,0,1,0,0
206622,OH,Xavier University,2019-2020,10,59,77,22733,23173,1.00,1750428,1784324,58260,59388,1,0,1,0,1,5009,0.76,NA,NA,NA,NA,NA,0,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
